"gene_id","ImpulseDE2_padj","ImpulseDE2_response_type","ImpulseDE2_response_class","is_DE","Mfuzz_cluster","Mfuzz_membership","Mfuzz_highconf","Mfuzz_pattern","WGCNA_module","kME_own","is_hub","count_FOXO3","count_HSF1","count_NFE2L2","has_HSF1","has_FOXO3","has_NFE2L2","SwissProt_BlastHit","SwissProt_BlastEval","SwissProt_ProteinName","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"Pocillopora_acuta_HIv2___RNAseq.g3159.t1",0.00362700047344284,"Monotonous","transition_up",TRUE,4,0.478527877324864,FALSE,"Sustained Up (3h)","ME1",0.662793361061791,FALSE,1,1,0,TRUE,TRUE,FALSE,"Q5G266",6.28e-52,"Neurotrypsin (EC 3.4.21.-) (Serine protease 12)","exocytosis [GO:0006887]; proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0005886; GO:0006508; GO:0006887; GO:0030424","axon [GO:0030424]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]","serine-type endopeptidase activity [GO:0004252]"
"Pocillopora_acuta_HIv2___RNAseq.g4.t1",0.138066013609318,"Other",NA,FALSE,NA,NA,NA,NA,"ME9",0.700374643204633,FALSE,1,0,0,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5.t1",0.755097679193994,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.0429515048687518,FALSE,0,1,0,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g8516.t1",0.526522027097504,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.530848596739436,FALSE,1,1,0,TRUE,TRUE,FALSE,"Q0VGW4",1.72e-37,"Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (FXNA-like protease)","proteolysis [GO:0006508]","GO:0005789; GO:0006508; GO:0008235; GO:0046872","endoplasmic reticulum membrane [GO:0005789]","metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235]"
"Pocillopora_acuta_HIv2___RNAseq.g8515.t1",0.110464277146391,"Monotonous",NA,FALSE,NA,NA,NA,NA,"ME7",0.527983284207368,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9Y547",2.52e-47,"Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Heat shock protein family B member 11) (Placental protein 25) (PP25)","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; heart development [GO:0007507]; intraciliary anterograde transport [GO:0035720]; kidney development [GO:0001822]; left/right axis specification [GO:0070986]; lung development [GO:0030324]; protein transport [GO:0015031]; skeletal system development [GO:0001501]; smoothened signaling pathway [GO:0007224]; spermatogenesis [GO:0007283]","GO:0001501; GO:0001822; GO:0005813; GO:0005929; GO:0007224; GO:0007283; GO:0007507; GO:0015031; GO:0030154; GO:0030324; GO:0030992; GO:0035720; GO:0046872; GO:0060271; GO:0070986; GO:0097542","centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]","metal ion binding [GO:0046872]"
"Pocillopora_acuta_HIv2___RNAseq.g22592.t1",0.496306419427618,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.629867208633854,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g23522.t1",0.263311320387651,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.0966563407749101,FALSE,0,0,0,FALSE,FALSE,FALSE,"P07589",5.86e-14,"Fibronectin (FN) [Cleaved into: Anastellin]","acute-phase response [GO:0006953]; angiogenesis [GO:0001525]; cell-matrix adhesion [GO:0007160]; cell-substrate junction assembly [GO:0007044]; heart development [GO:0007507]; nervous system development [GO:0007399]; regulation of cell shape [GO:0008360]","GO:0001525; GO:0005178; GO:0005576; GO:0005615; GO:0006953; GO:0007044; GO:0007160; GO:0007399; GO:0007507; GO:0008201; GO:0008360; GO:0043394; GO:0097718","extracellular region [GO:0005576]; extracellular space [GO:0005615]","disordered domain specific binding [GO:0097718]; heparin binding [GO:0008201]; integrin binding [GO:0005178]; proteoglycan binding [GO:0043394]"
"Pocillopora_acuta_HIv2___TS.g24051.t1",0.0875409929302754,"Other",NA,FALSE,NA,NA,NA,NA,"ME3",0.441781632804643,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22646.t1",0.95082970333647,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.317304666040135,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9H3M0",3.06e-06,"Voltage-gated potassium channel regulatory subunit KCNF1 (Potassium voltage-gated channel subfamily F member 1) (Voltage-gated potassium channel subunit Kv5.1) (kH1)","action potential [GO:0001508]; non-motile cilium assembly [GO:1905515]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]; protein homooligomerization [GO:0051260]; regulation of potassium ion transport [GO:0043266]","GO:0001508; GO:0005249; GO:0005886; GO:0006813; GO:0008076; GO:0015459; GO:0016020; GO:0043266; GO:0051260; GO:0071805; GO:0097546; GO:1905515","ciliary base [GO:0097546]; membrane [GO:0016020]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]","potassium channel regulator activity [GO:0015459]; voltage-gated potassium channel activity [GO:0005249]"
"Pocillopora_acuta_HIv2___RNAseq.g22664.t1",0.147150092616079,"Other",NA,FALSE,NA,NA,NA,NA,"ME5",0.66882839875608,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22802.t1",0.504088343239148,"Other",NA,FALSE,NA,NA,NA,NA,"ME5",0.293248974753084,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22825.t1",0.1377383192723,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.311397383994683,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g24319.t1",0.118523756475763,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.51314621668763,FALSE,0,0,0,FALSE,FALSE,FALSE,"P29275",2.87e-11,"Adenosine receptor A2b","activation of adenylate cyclase activity [GO:0007190]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cGMP-mediated signaling [GO:0019934]; G protein-coupled receptor signaling pathway [GO:0007186]; mast cell degranulation [GO:0043303]; positive regulation of cGMP-mediated signaling [GO:0010753]; positive regulation of chemokine production [GO:0032722]; positive regulation of chronic inflammatory response to non-antigenic stimulus [GO:0002882]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of mast cell degranulation [GO:0043306]; positive regulation of vascular endothelial growth factor production [GO:0010575]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; relaxation of vascular associated smooth muscle [GO:0060087]; vasodilation [GO:0042311]","GO:0001609; GO:0002882; GO:0004930; GO:0005886; GO:0007186; GO:0007189; GO:0007190; GO:0010575; GO:0010753; GO:0019934; GO:0032722; GO:0032755; GO:0042311; GO:0043303; GO:0043306; GO:0060087; GO:0098685; GO:0098793; GO:0098978; GO:0099171","glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; Schaffer collateral - CA1 synapse [GO:0098685]","G protein-coupled adenosine receptor activity [GO:0001609]; G protein-coupled receptor activity [GO:0004930]"
"Pocillopora_acuta_HIv2___RNAseq.g22928.t1",0.811741178678008,"Other",NA,FALSE,NA,NA,NA,NA,"ME2",0.537257320018059,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22985.t1",0.311029994284793,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.0312559018018595,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9SDL7",1.59e-12,"Homocysteine S-methyltransferase 1 (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase 1) (AtHMT-1) (SMM:Hcy S-methyltransferase 1)","methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]","GO:0008270; GO:0008898; GO:0009086; GO:0032259; GO:0061627","","S-adenosylmethionine-homocysteine S-methyltransferase activity [GO:0008898]; S-methylmethionine-homocysteine S-methyltransferase activity [GO:0061627]; zinc ion binding [GO:0008270]"
"Pocillopora_acuta_HIv2___TS.g24515.t1b",0.764173394320254,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.0647442732152379,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g23080.t1",0.044199481757177,"Other","unclassified",TRUE,6,0.597328952164172,TRUE,"Sustained Up (12h)","ME1",0.410854688996399,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g24561.t1",0.480413482788225,"Other",NA,FALSE,NA,NA,NA,NA,"ME8",0.374312165277901,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g24630.t1",0.497089545363858,"Other",NA,FALSE,NA,NA,NA,NA,"ME4",0.356713982475016,FALSE,0,2,0,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g23304.t1",1,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.305518471361288,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g24785.t1",0.564352020232573,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.263013152444378,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g24811.t1",0.868999824094742,"Other",NA,FALSE,NA,NA,NA,NA,"ME15",0.134660053644078,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q13449",2.55e-22,"Limbic system-associated membrane protein (LSAMP) (IgLON family member 3)","cell adhesion [GO:0007155]; nervous system development [GO:0007399]","GO:0005576; GO:0005829; GO:0005886; GO:0007155; GO:0007399; GO:0098552","cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]",""
"Pocillopora_acuta_HIv2___TS.g24826.t1",0.823493899085397,"Other",NA,FALSE,NA,NA,NA,NA,"ME3",0.427571623659788,FALSE,1,1,0,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g23406.t1",0.86928634199811,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.0888221889399661,FALSE,0,0,1,FALSE,FALSE,TRUE,"Q5QD12",1.66e-17,"Trace amine-associated receptor 7a (TaR-7a) (Trace amine receptor 7a) (mTaar7a)","","GO:0001594; GO:0005886","plasma membrane [GO:0005886]","trace-amine receptor activity [GO:0001594]"
"Pocillopora_acuta_HIv2___TS.g24944.t1",0.959470551100241,"Other",NA,FALSE,NA,NA,NA,NA,"ME9",0.43277984985201,FALSE,1,0,0,FALSE,TRUE,FALSE,"P21328",7.31e-14,"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)","","GO:0003964","","RNA-directed DNA polymerase activity [GO:0003964]"
"Pocillopora_acuta_HIv2___TS.g24950.t1",0.567496347359566,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.236261437868149,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g24962.t1",1,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.00523119516087249,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22593.t1",1.87576638979061e-10,"Transient","transient_down",TRUE,1,0.728697083494761,TRUE,"Early Dip (3h)","ME23",0.970258205893864,TRUE,1,0,0,FALSE,TRUE,FALSE,"Q8RJB2",2.3e-16,"Benzil reductase ((S)-benzoin forming) (EC 1.1.1.320)","tetrahydrobiopterin biosynthetic process [GO:0006729]","GO:0004757; GO:0005737; GO:0006729; GO:0102306","cytoplasm [GO:0005737]","benzil reductase [(S)-benzoin-forming] activity [GO:0102306]; sepiapterin reductase (NADP+) activity [GO:0004757]"
"Pocillopora_acuta_HIv2___RNAseq.g22594.t1",1.93584099772535e-11,"Transient","transient_down",TRUE,3,0.902004175753531,TRUE,"Sustained Down (3h)","ME2",0.94662676839227,TRUE,0,0,1,FALSE,FALSE,TRUE,"Q9N1R6",3.59e-133,"b(0,+)-type amino acid transporter 1 (b(0,+)AT) (4F2-LC6) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)","L-cystine transport [GO:0015811]; neutral amino acid transport [GO:0015804]","GO:0005886; GO:0015175; GO:0015184; GO:0015804; GO:0015811; GO:0016020; GO:0016324; GO:0031526; GO:0042605; GO:0180009","apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; membrane [GO:0016020]; plasma membrane [GO:0005886]","broad specificity neutral L-amino acid:basic L-amino acid antiporter activity [GO:0180009]; L-cystine transmembrane transporter activity [GO:0015184]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]"
"Pocillopora_acuta_HIv2___RNAseq.g22595.t1",0.694236283870826,"Other",NA,FALSE,NA,NA,NA,NA,"ME6",0.503006657123482,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q32LN4",1.88e-126,"Cilia- and flagella-associated protein 45","cerebrospinal fluid circulation [GO:0090660]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; establishment of left/right asymmetry [GO:0061966]; flagellated sperm motility [GO:0030317]; regulation of cilium beat frequency involved in ciliary motility [GO:0060296]","GO:0005576; GO:0005879; GO:0016208; GO:0030317; GO:0036126; GO:0060287; GO:0060296; GO:0061966; GO:0090660; GO:0097728; GO:0160112","9+0 motile cilium [GO:0097728]; axonemal B tubule inner sheath [GO:0160112]; axonemal microtubule [GO:0005879]; extracellular region [GO:0005576]; sperm flagellum [GO:0036126]","AMP binding [GO:0016208]"
"Pocillopora_acuta_HIv2___RNAseq.g22596.t1",0.38688395281509,"Transient",NA,FALSE,NA,NA,NA,NA,"ME8",0.852323380697964,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9BZE1",6.26e-26,"Large ribosomal subunit protein mL37 (39S ribosomal protein L2, mitochondrial) (L2mt) (MRP-L2) (39S ribosomal protein L37, mitochondrial) (L37mt) (MRP-L37)","mitochondrial translation [GO:0032543]; translation [GO:0006412]","GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0032543","mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]","RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]"
"Pocillopora_acuta_HIv2___RNAseq.g22597.t1",0.0942081262269366,"Transient",NA,FALSE,NA,NA,NA,NA,"ME5",0.831482251163903,FALSE,0,1,0,TRUE,FALSE,FALSE,"Q9Z0S9",1.5e-42,"Prenylated Rab acceptor protein 1 (PRA1 family protein 1) (Prenylin)","","GO:0005794; GO:0005886; GO:0008021; GO:0016020; GO:0042802; GO:0051020; GO:0070064; GO:0098978","glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]","GTPase binding [GO:0051020]; identical protein binding [GO:0042802]; proline-rich region binding [GO:0070064]"
"Pocillopora_acuta_HIv2___RNAseq.g22598.t1",0.272398638558305,"Other",NA,FALSE,NA,NA,NA,NA,"ME8",0.413165199283915,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q641Y2",0,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)","cellular response to oxygen levels [GO:0071453]; gliogenesis [GO:0042063]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neural precursor cell proliferation [GO:0061351]; neurogenesis [GO:0022008]","GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0019826; GO:0022008; GO:0031625; GO:0032981; GO:0042063; GO:0042775; GO:0045271; GO:0046872; GO:0048038; GO:0051287; GO:0051539; GO:0061351; GO:0071453","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; oxygen sensor activity [GO:0019826]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]"
"Pocillopora_acuta_HIv2___TS.g24026.t1",0.179724328966452,"Other",NA,FALSE,NA,NA,NA,NA,"ME7",0.432829201221507,FALSE,0,0,0,FALSE,FALSE,FALSE,"P54310",7.2e-150,"Hormone-sensitive lipase (HSL) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (EC 3.1.1.23) (Retinyl ester hydrolase) (REH)","cellular response to cold [GO:0070417]; cholesterol metabolic process [GO:0008203]; diacylglycerol catabolic process [GO:0046340]; ether lipid metabolic process [GO:0046485]; lipid catabolic process [GO:0016042]; long-chain fatty acid catabolic process [GO:0042758]; termination of RNA polymerase I transcription [GO:0006363]; transcription initiation at RNA polymerase I promoter [GO:0006361]; triglyceride catabolic process [GO:0019433]","GO:0004771; GO:0004806; GO:0005634; GO:0005737; GO:0005739; GO:0005811; GO:0005829; GO:0005901; GO:0006361; GO:0006363; GO:0008203; GO:0016020; GO:0016042; GO:0017171; GO:0019433; GO:0019901; GO:0042134; GO:0042758; GO:0046340; GO:0046485; GO:0047372; GO:0047376; GO:0050253; GO:0070417; GO:0120516","caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; diacylglycerol lipase activity [GO:0120516]; monoacylglycerol lipase activity [GO:0047372]; protein kinase binding [GO:0019901]; retinyl-palmitate esterase activity [GO:0050253]; rRNA primary transcript binding [GO:0042134]; serine hydrolase activity [GO:0017171]; sterol ester esterase activity [GO:0004771]; triacylglycerol lipase activity [GO:0004806]"
"Pocillopora_acuta_HIv2___TS.g24027.t1",0.0391902789106044,"Other","unclassified",TRUE,4,0.508408255929145,TRUE,"Sustained Up (3h)","ME5",0.616434685182293,FALSE,0,0,1,FALSE,FALSE,TRUE,"Q6DRI7",9.7e-161,"ATP-dependent RNA helicase DDX51 (EC 3.6.4.13) (DEAD box protein 51)","rRNA processing [GO:0006364]","GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005730; GO:0006364; GO:0016887","nucleolus [GO:0005730]; nucleus [GO:0005634]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]"
"Pocillopora_acuta_HIv2___RNAseq.g22602.t1",0.000527956476426759,"Transient","transient_up",TRUE,2,0.802954629723272,TRUE,"Early Peak (3h)","ME8",0.810830464977611,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q5RA77",0,"Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)","endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi localization [GO:0051645]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]","GO:0000139; GO:0006888; GO:0006890; GO:0015031; GO:0030126; GO:0051645","COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]",""
"Pocillopora_acuta_HIv2___RNAseq.g22603.t1",1,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.253914520447134,FALSE,0,0,0,FALSE,FALSE,FALSE,"O35136",5.02e-10,"Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2) (Neural cell adhesion molecule RB-8) (R4B12)","axonal fasciculation [GO:0007413]; cell adhesion [GO:0007155]","GO:0007155; GO:0007413; GO:0016604; GO:0030424; GO:0042802; GO:0097060; GO:0098552","axon [GO:0030424]; nuclear body [GO:0016604]; side of membrane [GO:0098552]; synaptic membrane [GO:0097060]","identical protein binding [GO:0042802]"
"Pocillopora_acuta_HIv2___TS.g24030.t1",0.30849032443777,"Other",NA,FALSE,NA,NA,NA,NA,"ME5",0.470641682593213,FALSE,0,0,0,FALSE,FALSE,FALSE,"O35136",1.02e-41,"Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2) (Neural cell adhesion molecule RB-8) (R4B12)","axonal fasciculation [GO:0007413]; cell adhesion [GO:0007155]","GO:0007155; GO:0007413; GO:0016604; GO:0030424; GO:0042802; GO:0097060; GO:0098552","axon [GO:0030424]; nuclear body [GO:0016604]; side of membrane [GO:0098552]; synaptic membrane [GO:0097060]","identical protein binding [GO:0042802]"
"Pocillopora_acuta_HIv2___RNAseq.g22605.t1",0.000575584126454975,"Transient","transient_down",TRUE,1,0.936880913048902,TRUE,"Early Dip (3h)","ME2",0.81763340078078,FALSE,0,0,1,FALSE,FALSE,TRUE,"G8HTB6",6.92e-38,"ZP domain-containing protein","","GO:0016020","membrane [GO:0016020]",""
"Pocillopora_acuta_HIv2___RNAseq.g22606.t2",0.000179253029855665,"Transient","transient_up",TRUE,2,0.498186292810556,FALSE,"Early Peak (3h)","ME5",0.828074526531369,FALSE,0,0,0,FALSE,FALSE,FALSE,"P13596",1e-45,"Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)","animal organ regeneration [GO:0031100]; axonal fasciculation [GO:0007413]; behavioral response to ethanol [GO:0048149]; calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules [GO:0016338]; calcium-mediated signaling [GO:0019722]; cell adhesion [GO:0007155]; cell surface receptor signaling pathway [GO:0007166]; cellular response to ethanol [GO:0071361]; cellular response to fluoride [GO:1902618]; cellular response to molecule of bacterial origin [GO:0071219]; commissural neuron axon guidance [GO:0071679]; epithelial to mesenchymal transition [GO:0001837]; homotypic cell-cell adhesion [GO:0034109]; learning or memory [GO:0007611]; medium-term memory [GO:0072375]; modulation of chemical synaptic transmission [GO:0050804]; multicellular organismal response to stress [GO:0033555]; negative regulation of programmed cell death [GO:0043069]; neuron development [GO:0048666]; neuron projection development [GO:0031175]; peripheral nervous system axon regeneration [GO:0014012]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of cardiac muscle cell proliferation [GO:0060045]; regulation of exocyst assembly [GO:0001928]; regulation of semaphorin-plexin signaling pathway [GO:2001260]; response to activity [GO:0014823]; response to cocaine [GO:0042220]; response to lead ion [GO:0010288]; response to morphine [GO:0043278]; response to oxidative stress [GO:0006979]; response to xenobiotic stimulus [GO:0009410]; thalamus development [GO:0021794]","GO:0001837; GO:0001928; GO:0005104; GO:0005737; GO:0005886; GO:0005911; GO:0006979; GO:0007155; GO:0007166; GO:0007413; GO:0007611; GO:0008092; GO:0008201; GO:0009410; GO:0009897; GO:0009986; GO:0010288; GO:0014012; GO:0014823; GO:0016338; GO:0019722; GO:0019902; GO:0021794; GO:0030275; GO:0030424; GO:0030426; GO:0031100; GO:0031175; GO:0033555; GO:0034109; GO:0042220; GO:0042734; GO:0043005; GO:0043025; GO:0043069; GO:0043278; GO:0045211; GO:0048149; GO:0048666; GO:0050804; GO:0050850; GO:0060045; GO:0071219; GO:0071361; GO:0071679; GO:0072375; GO:0098685; GO:0098978; GO:1902618; GO:2001260","axon [GO:0030424]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]","cytoskeletal protein binding [GO:0008092]; fibroblast growth factor receptor binding [GO:0005104]; heparin binding [GO:0008201]; LRR domain binding [GO:0030275]; phosphatase binding [GO:0019902]"
"Pocillopora_acuta_HIv2___TS.g24033.t1",0.454998037112111,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.146542284426073,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
