query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___RNAseq.g34256.t1,TRP,,Q9QUQ5,1.27e-25,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4),calcium ion import [GO:0070509]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709],GO:0005886; GO:0005901; GO:0005911; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0032991; GO:0034704; GO:0045121; GO:0045296; GO:0048709; GO:0070509; GO:0070679,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; caveola [GO:0005901]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cortical cytoskeleton [GO:0030863]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Porites_compressa_HIv1___RNAseq.g34257.t1,TRP,,Q9QUQ5,1.33e-23,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4),calcium ion import [GO:0070509]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709],GO:0005886; GO:0005901; GO:0005911; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0032991; GO:0034704; GO:0045121; GO:0045296; GO:0048709; GO:0070509; GO:0070679,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; caveola [GO:0005901]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cortical cytoskeleton [GO:0030863]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Porites_compressa_HIv1___RNAseq.g34258.t1,TRP,,P79100,1.97e-15,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel 1) (CCE1),calcium ion transmembrane transport [GO:0070588]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005886; GO:0015279; GO:0034703; GO:0051480; GO:0070588; GO:0070679,cation channel complex [GO:0034703]; plasma membrane [GO:0005886],"inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Porites_compressa_HIv1___RNAseq.g34556.t1,calcium,,Q5R4U9,4.25e-81,Sorcin,calcium ion transport [GO:0006816]; negative regulation of cardiac muscle contraction [GO:0055118]; negative regulation of heart rate [GO:0010459]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cell communication by electrical coupling involved in cardiac conduction [GO:1901844]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; regulation of relaxation of muscle [GO:1901077]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880],GO:0002020; GO:0005509; GO:0005654; GO:0005829; GO:0005886; GO:0006816; GO:0010459; GO:0010880; GO:0030018; GO:0033017; GO:0042584; GO:0046982; GO:0051281; GO:0055118; GO:0061178; GO:0070062; GO:0086004; GO:0140297; GO:0140311; GO:0140416; GO:1901077; GO:1901844,chromaffin granule membrane [GO:0042584]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; sarcoplasmic reticulum membrane [GO:0033017]; Z disc [GO:0030018],calcium ion binding [GO:0005509]; DNA-binding transcription factor binding [GO:0140297]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein sequestering activity [GO:0140311]; transcription regulator inhibitor activity [GO:0140416],Sorcin
Porites_compressa_HIv1___RNAseq.g34888.t1b,calcium,,Q99572,3.76e-9,P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor),apoptotic signaling pathway [GO:0097190]; bleb assembly [GO:0032060]; calcium ion transmembrane transport [GO:0070588]; calcium-mediated signaling [GO:0019722]; cell morphogenesis [GO:0000902]; cell surface receptor signaling pathway [GO:0007166]; cellular response to ATP [GO:0071318]; cellular response to dsRNA [GO:0071359]; ceramide biosynthetic process [GO:0046513]; collagen metabolic process [GO:0032963]; defense response to Gram-positive bacterium [GO:0050830]; extrinsic apoptotic signaling pathway [GO:0097191]; gamma-aminobutyric acid secretion [GO:0014051]; glutamate secretion [GO:0014047]; homeostasis of number of cells within a tissue [GO:0048873]; inflammatory response [GO:0006954]; MAPK cascade [GO:0000165]; membrane depolarization [GO:0051899]; membrane protein ectodomain proteolysis [GO:0006509]; mitochondrial depolarization [GO:0051882]; mitochondrion organization [GO:0007005]; NAD transport [GO:0043132]; negative regulation of bone resorption [GO:0045779]; negative regulation of cell volume [GO:0045794]; negative regulation of MAPK cascade [GO:0043409]; phagolysosome assembly [GO:0001845]; phospholipid transfer to membrane [GO:0006649]; plasma membrane phospholipid scrambling [GO:0017121]; pore complex assembly [GO:0046931]; positive regulation of bleb assembly [GO:1904172]; positive regulation of bone mineralization [GO:0030501]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of cytoskeleton organization [GO:0051495]; positive regulation of gamma-aminobutyric acid secretion [GO:0014054]; positive regulation of gene expression [GO:0010628]; positive regulation of glutamate secretion [GO:0014049]; positive regulation of glycolytic process [GO:0045821]; positive regulation of interleukin-1 alpha production [GO:0032730]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of monoatomic ion transmembrane transport [GO:0034767]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of prostaglandin secretion [GO:0032308]; positive regulation of protein secretion [GO:0050714]; positive regulation of T cell apoptotic process [GO:0070234]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; prostaglandin secretion [GO:0032310]; protein catabolic process [GO:0030163]; protein homotrimerization [GO:0070207]; protein processing [GO:0016485]; protein secretion [GO:0009306]; purinergic nucleotide receptor signaling pathway [GO:0035590]; reactive oxygen species metabolic process [GO:0072593]; regulation of sodium ion transport [GO:0002028]; release of sequestered calcium ion into cytosol [GO:0051209]; response to ATP [GO:0033198]; response to calcium ion [GO:0051592]; response to electrical stimulus [GO:0051602]; response to fluid shear stress [GO:0034405]; response to ischemia [GO:0002931]; response to lipopolysaccharide [GO:0032496]; response to mechanical stimulus [GO:0009612]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; sensory perception of pain [GO:0019233]; skeletal system morphogenesis [GO:0048705]; synaptic vesicle exocytosis [GO:0016079]; T cell apoptotic process [GO:0070231]; T cell homeostasis [GO:0043029]; T cell mediated cytotoxicity [GO:0001913]; T cell proliferation [GO:0042098]; vesicle budding from membrane [GO:0006900],GO:0000165; GO:0000902; GO:0001530; GO:0001614; GO:0001845; GO:0001913; GO:0001916; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005216; GO:0005267; GO:0005272; GO:0005524; GO:0005737; GO:0005739; GO:0005886; GO:0005911; GO:0006509; GO:0006649; GO:0006900; GO:0006954; GO:0007005; GO:0007166; GO:0009306; GO:0009410; GO:0009612; GO:0009897; GO:0010043; GO:0010524; GO:0010628; GO:0014047; GO:0014049; GO:0014051; GO:0014054; GO:0016020; GO:0016079; GO:0016485; GO:0017121; GO:0019233; GO:0019722; GO:0030163; GO:0030501; GO:0031594; GO:0032059; GO:0032060; GO:0032308; GO:0032310; GO:0032496; GO:0032730; GO:0032731; GO:0032755; GO:0032963; GO:0033198; GO:0034405; GO:0034767; GO:0035590; GO:0042098; GO:0042802; GO:0043025; GO:0043029; GO:0043132; GO:0043409; GO:0043410; GO:0045779; GO:0045794; GO:0045821; GO:0046513; GO:0046931; GO:0048705; GO:0048873; GO:0050714; GO:0050830; GO:0051209; GO:0051495; GO:0051592; GO:0051602; GO:0051882; GO:0051899; GO:0051901; GO:0060907; GO:0070207; GO:0070231; GO:0070234; GO:0070588; GO:0071318; GO:0071359; GO:0072593; GO:0097190; GO:0097191; GO:0098793; GO:0098794; GO:1900227; GO:1904172,bleb [GO:0032059]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; membrane [GO:0016020]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793],ATP binding [GO:0005524]; extracellularly ATP-gated monoatomic cation channel activity [GO:0004931]; identical protein binding [GO:0042802]; lipopolysaccharide binding [GO:0001530]; monoatomic ion channel activity [GO:0005216]; potassium channel activity [GO:0005267]; purinergic nucleotide receptor activity [GO:0001614]; signaling receptor binding [GO:0005102]; sodium channel activity [GO:0005272],P2X purinoceptor 7
Porites_compressa_HIv1___RNAseq.g34913.t1,TRP,,Q9BX84,1.21e-18,"Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6) [Cleaved into: TRPM6 kinase, cleaved form]",calcium ion transmembrane transport [GO:0070588]; magnesium ion transmembrane transport [GO:1903830]; metal ion transport [GO:0030001]; monoatomic cation transmembrane transport [GO:0098655]; protein tetramerization [GO:0051262]; response to toxic substance [GO:0009636],GO:0004674; GO:0005261; GO:0005262; GO:0005524; GO:0005634; GO:0005886; GO:0009636; GO:0015085; GO:0015095; GO:0016324; GO:0030001; GO:0031526; GO:0046872; GO:0051262; GO:0070588; GO:0098655; GO:0106310; GO:1903830,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; nucleus [GO:0005634]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calcium ion transmembrane transporter activity [GO:0015085]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]; monoatomic cation channel activity [GO:0005261]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],Transient receptor potential cation channel subfamily M member 6
Porites_compressa_HIv1___RNAseq.g35167.t1,TRP,,Q9BX84,2.72e-20,"Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6) [Cleaved into: TRPM6 kinase, cleaved form]",calcium ion transmembrane transport [GO:0070588]; magnesium ion transmembrane transport [GO:1903830]; metal ion transport [GO:0030001]; monoatomic cation transmembrane transport [GO:0098655]; protein tetramerization [GO:0051262]; response to toxic substance [GO:0009636],GO:0004674; GO:0005261; GO:0005262; GO:0005524; GO:0005634; GO:0005886; GO:0009636; GO:0015085; GO:0015095; GO:0016324; GO:0030001; GO:0031526; GO:0046872; GO:0051262; GO:0070588; GO:0098655; GO:0106310; GO:1903830,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; nucleus [GO:0005634]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calcium ion transmembrane transporter activity [GO:0015085]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]; monoatomic cation channel activity [GO:0005261]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],Transient receptor potential cation channel subfamily M member 6
Porites_compressa_HIv1___RNAseq.g35663.t1,calcium,,Q99572,5.29e-16,P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor),apoptotic signaling pathway [GO:0097190]; bleb assembly [GO:0032060]; calcium ion transmembrane transport [GO:0070588]; calcium-mediated signaling [GO:0019722]; cell morphogenesis [GO:0000902]; cell surface receptor signaling pathway [GO:0007166]; cellular response to ATP [GO:0071318]; cellular response to dsRNA [GO:0071359]; ceramide biosynthetic process [GO:0046513]; collagen metabolic process [GO:0032963]; defense response to Gram-positive bacterium [GO:0050830]; extrinsic apoptotic signaling pathway [GO:0097191]; gamma-aminobutyric acid secretion [GO:0014051]; glutamate secretion [GO:0014047]; homeostasis of number of cells within a tissue [GO:0048873]; inflammatory response [GO:0006954]; MAPK cascade [GO:0000165]; membrane depolarization [GO:0051899]; membrane protein ectodomain proteolysis [GO:0006509]; mitochondrial depolarization [GO:0051882]; mitochondrion organization [GO:0007005]; NAD transport [GO:0043132]; negative regulation of bone resorption [GO:0045779]; negative regulation of cell volume [GO:0045794]; negative regulation of MAPK cascade [GO:0043409]; phagolysosome assembly [GO:0001845]; phospholipid transfer to membrane [GO:0006649]; plasma membrane phospholipid scrambling [GO:0017121]; pore complex assembly [GO:0046931]; positive regulation of bleb assembly [GO:1904172]; positive regulation of bone mineralization [GO:0030501]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of cytoskeleton organization [GO:0051495]; positive regulation of gamma-aminobutyric acid secretion [GO:0014054]; positive regulation of gene expression [GO:0010628]; positive regulation of glutamate secretion [GO:0014049]; positive regulation of glycolytic process [GO:0045821]; positive regulation of interleukin-1 alpha production [GO:0032730]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of monoatomic ion transmembrane transport [GO:0034767]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of prostaglandin secretion [GO:0032308]; positive regulation of protein secretion [GO:0050714]; positive regulation of T cell apoptotic process [GO:0070234]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; prostaglandin secretion [GO:0032310]; protein catabolic process [GO:0030163]; protein homotrimerization [GO:0070207]; protein processing [GO:0016485]; protein secretion [GO:0009306]; purinergic nucleotide receptor signaling pathway [GO:0035590]; reactive oxygen species metabolic process [GO:0072593]; regulation of sodium ion transport [GO:0002028]; release of sequestered calcium ion into cytosol [GO:0051209]; response to ATP [GO:0033198]; response to calcium ion [GO:0051592]; response to electrical stimulus [GO:0051602]; response to fluid shear stress [GO:0034405]; response to ischemia [GO:0002931]; response to lipopolysaccharide [GO:0032496]; response to mechanical stimulus [GO:0009612]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; sensory perception of pain [GO:0019233]; skeletal system morphogenesis [GO:0048705]; synaptic vesicle exocytosis [GO:0016079]; T cell apoptotic process [GO:0070231]; T cell homeostasis [GO:0043029]; T cell mediated cytotoxicity [GO:0001913]; T cell proliferation [GO:0042098]; vesicle budding from membrane [GO:0006900],GO:0000165; GO:0000902; GO:0001530; GO:0001614; GO:0001845; GO:0001913; GO:0001916; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005216; GO:0005267; GO:0005272; GO:0005524; GO:0005737; GO:0005739; GO:0005886; GO:0005911; GO:0006509; GO:0006649; GO:0006900; GO:0006954; GO:0007005; GO:0007166; GO:0009306; GO:0009410; GO:0009612; GO:0009897; GO:0010043; GO:0010524; GO:0010628; GO:0014047; GO:0014049; GO:0014051; GO:0014054; GO:0016020; GO:0016079; GO:0016485; GO:0017121; GO:0019233; GO:0019722; GO:0030163; GO:0030501; GO:0031594; GO:0032059; GO:0032060; GO:0032308; GO:0032310; GO:0032496; GO:0032730; GO:0032731; GO:0032755; GO:0032963; GO:0033198; GO:0034405; GO:0034767; GO:0035590; GO:0042098; GO:0042802; GO:0043025; GO:0043029; GO:0043132; GO:0043409; GO:0043410; GO:0045779; GO:0045794; GO:0045821; GO:0046513; GO:0046931; GO:0048705; GO:0048873; GO:0050714; GO:0050830; GO:0051209; GO:0051495; GO:0051592; GO:0051602; GO:0051882; GO:0051899; GO:0051901; GO:0060907; GO:0070207; GO:0070231; GO:0070234; GO:0070588; GO:0071318; GO:0071359; GO:0072593; GO:0097190; GO:0097191; GO:0098793; GO:0098794; GO:1900227; GO:1904172,bleb [GO:0032059]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; membrane [GO:0016020]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793],ATP binding [GO:0005524]; extracellularly ATP-gated monoatomic cation channel activity [GO:0004931]; identical protein binding [GO:0042802]; lipopolysaccharide binding [GO:0001530]; monoatomic ion channel activity [GO:0005216]; potassium channel activity [GO:0005267]; purinergic nucleotide receptor activity [GO:0001614]; signaling receptor binding [GO:0005102]; sodium channel activity [GO:0005272],P2X purinoceptor 7
Porites_compressa_HIv1___RNAseq.g35682.t1,SLC,,P56500,8.67e-114,Dicarboxylate carrier UCP2 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8),adaptive thermogenesis [GO:1990845]; C4-dicarboxylate transport [GO:0015740]; cellular response to amino acid starvation [GO:0034198]; cellular response to glucose stimulus [GO:0071333]; cellular response to hormone stimulus [GO:0032870]; cellular response to insulin stimulus [GO:0032869]; cellular response to lead ion [GO:0071284]; glutamine metabolic process [GO:0006541]; glycolytic process [GO:0006096]; liver regeneration [GO:0097421]; long-chain fatty acid transport [GO:0015909]; macrophage differentiation [GO:0030225]; mitochondrial fission [GO:0000266]; mitochondrial transmembrane transport [GO:1990542]; mitochondrial transport [GO:0006839]; negative regulation of apoptotic process [GO:0043066]; negative regulation of calcium import into the mitochondrion [GO:0110099]; negative regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061179]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of cold-induced thermogenesis [GO:0120162]; reactive oxygen species metabolic process [GO:0072593]; regulation of mitochondrial membrane potential [GO:0051881]; response to cold [GO:0009409]; response to dexamethasone [GO:0071548]; response to fatty acid [GO:0070542]; response to glucose [GO:0009749]; response to hypoxia [GO:0001666]; response to superoxide [GO:0000303],GO:0000266; GO:0000303; GO:0001666; GO:0005743; GO:0006096; GO:0006541; GO:0006839; GO:0008271; GO:0009409; GO:0009749; GO:0015078; GO:0015108; GO:0015131; GO:0015140; GO:0015183; GO:0015297; GO:0015740; GO:0015909; GO:0017077; GO:0019003; GO:0030225; GO:0031966; GO:0032869; GO:0032870; GO:0034198; GO:0042803; GO:0043066; GO:0043524; GO:0051881; GO:0061179; GO:0070542; GO:0071284; GO:0071333; GO:0071548; GO:0072593; GO:0097421; GO:0110099; GO:0120162; GO:0140787; GO:1990542; GO:1990845,mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966],antiporter activity [GO:0015297]; chloride transmembrane transporter activity [GO:0015108]; GDP binding [GO:0019003]; L-aspartate transmembrane transporter activity [GO:0015183]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; oxidative phosphorylation uncoupler activity [GO:0017077]; phosphate ion uniporter activity [GO:0140787]; protein homodimerization activity [GO:0042803]; proton transmembrane transporter activity [GO:0015078]; secondary active sulfate transmembrane transporter activity [GO:0008271],Dicarboxylate carrier UCP2
Porites_compressa_HIv1___RNAseq.g35793.t1,"calcium, ER_calcium",,P56695,8.6e-66,Wolframin,calcium ion homeostasis [GO:0055074]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; ERAD pathway [GO:0036503]; glucose homeostasis [GO:0042593]; kidney development [GO:0001822]; negative regulation of apoptotic process [GO:0043066]; negative regulation of ATF6-mediated unfolded protein response [GO:1903892]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of programmed cell death [GO:0043069]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of type B pancreatic cell apoptotic process [GO:2000675]; nervous system process [GO:0050877]; olfactory behavior [GO:0042048]; pancreas development [GO:0031016]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of ERAD pathway [GO:1904294]; positive regulation of growth [GO:0045927]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of protein ubiquitination [GO:0031398]; protein stabilization [GO:0050821]; regulation of cell cycle [GO:0051726]; renal water homeostasis [GO:0003091]; response to endoplasmic reticulum stress [GO:0034976]; sensory perception of sound [GO:0007605]; visual perception [GO:0007601],GO:0000122; GO:0001822; GO:0003091; GO:0005516; GO:0005783; GO:0005789; GO:0006983; GO:0007601; GO:0007605; GO:0017148; GO:0030141; GO:0030425; GO:0030672; GO:0030968; GO:0031016; GO:0031398; GO:0031625; GO:0032469; GO:0034976; GO:0036503; GO:0042048; GO:0042593; GO:0043066; GO:0043069; GO:0043524; GO:0045927; GO:0048306; GO:0050821; GO:0050877; GO:0051117; GO:0051247; GO:0051726; GO:0051928; GO:0055074; GO:0070628; GO:0140297; GO:0140597; GO:1902236; GO:1903573; GO:1903892; GO:1904294; GO:2000675,dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; secretory granule [GO:0030141]; synaptic vesicle membrane [GO:0030672],ATPase binding [GO:0051117]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; DNA-binding transcription factor binding [GO:0140297]; proteasome binding [GO:0070628]; protein carrier chaperone [GO:0140597]; ubiquitin protein ligase binding [GO:0031625],Wolframin
Porites_compressa_HIv1___RNAseq.g35797.t1,"calcium, ER_calcium",,P56695,5.96e-88,Wolframin,calcium ion homeostasis [GO:0055074]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; ERAD pathway [GO:0036503]; glucose homeostasis [GO:0042593]; kidney development [GO:0001822]; negative regulation of apoptotic process [GO:0043066]; negative regulation of ATF6-mediated unfolded protein response [GO:1903892]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of programmed cell death [GO:0043069]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of type B pancreatic cell apoptotic process [GO:2000675]; nervous system process [GO:0050877]; olfactory behavior [GO:0042048]; pancreas development [GO:0031016]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of ERAD pathway [GO:1904294]; positive regulation of growth [GO:0045927]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of protein ubiquitination [GO:0031398]; protein stabilization [GO:0050821]; regulation of cell cycle [GO:0051726]; renal water homeostasis [GO:0003091]; response to endoplasmic reticulum stress [GO:0034976]; sensory perception of sound [GO:0007605]; visual perception [GO:0007601],GO:0000122; GO:0001822; GO:0003091; GO:0005516; GO:0005783; GO:0005789; GO:0006983; GO:0007601; GO:0007605; GO:0017148; GO:0030141; GO:0030425; GO:0030672; GO:0030968; GO:0031016; GO:0031398; GO:0031625; GO:0032469; GO:0034976; GO:0036503; GO:0042048; GO:0042593; GO:0043066; GO:0043069; GO:0043524; GO:0045927; GO:0048306; GO:0050821; GO:0050877; GO:0051117; GO:0051247; GO:0051726; GO:0051928; GO:0055074; GO:0070628; GO:0140297; GO:0140597; GO:1902236; GO:1903573; GO:1903892; GO:1904294; GO:2000675,dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; secretory granule [GO:0030141]; synaptic vesicle membrane [GO:0030672],ATPase binding [GO:0051117]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; DNA-binding transcription factor binding [GO:0140297]; proteasome binding [GO:0070628]; protein carrier chaperone [GO:0140597]; ubiquitin protein ligase binding [GO:0031625],Wolframin
Porites_compressa_HIv1___RNAseq.g3586.t1,"TRP, calcium",,Q9UBN4,5.74e-6,Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4),calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0005901; GO:0006816; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0034703; GO:0034704; GO:0045296; GO:0048709; GO:0051480; GO:0070509; GO:0070588; GO:0070679,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; cation channel complex [GO:0034703]; caveola [GO:0005901]; cell surface [GO:0009986]; cortical cytoskeleton [GO:0030863]; plasma membrane [GO:0005886],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Porites_compressa_HIv1___RNAseq.g3589.t1,"TRP, calcium",,Q9UBN4,5.85e-18,Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4),calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0005901; GO:0006816; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0034703; GO:0034704; GO:0045296; GO:0048709; GO:0051480; GO:0070509; GO:0070588; GO:0070679,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; cation channel complex [GO:0034703]; caveola [GO:0005901]; cell surface [GO:0009986]; cortical cytoskeleton [GO:0030863]; plasma membrane [GO:0005886],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Porites_compressa_HIv1___RNAseq.g35942.t1,SLC,,Q8N357,3.56e-66,Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog),negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; positive regulation of cell population proliferation [GO:0008284],GO:0005654; GO:0005739; GO:0005765; GO:0005829; GO:0008284; GO:0016020; GO:0022857; GO:0043231; GO:0070062; GO:1901029,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],transmembrane transporter activity [GO:0022857],Solute carrier family 35 member F6
Porites_compressa_HIv1___RNAseq.g36007.t1,SLC,,Q6AYY8,0,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),acetyl-CoA transmembrane transport [GO:0035348],GO:0005789; GO:0008521; GO:0035348; GO:0042803,endoplasmic reticulum membrane [GO:0005789],acetyl-CoA transmembrane transporter activity [GO:0008521]; protein homodimerization activity [GO:0042803],Acetyl-coenzyme A transporter 1
