gene_set,query,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction
TRP,Montipora_capitata_HIv3___RNAseq.g13548.t1,Q9MYW0,2.9e-7,Short transient receptor potential channel 6 (TrpC6),calcium ion transmembrane transport [GO:0070588]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; regulation of cytosolic calcium ion concentration [GO:0051480]; single fertilization [GO:0007338],GO:0005261; GO:0005737; GO:0005886; GO:0007204; GO:0007338; GO:0015279; GO:0034703; GO:0036057; GO:0042803; GO:0051480; GO:0051928; GO:0070588; GO:0070679,cation channel complex [GO:0034703]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; slit diaphragm [GO:0036057],"inositol 1,4,5 trisphosphate binding [GO:0070679]; monoatomic cation channel activity [GO:0005261]; protein homodimerization activity [GO:0042803]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___RNAseq.g29613.t1,Q8R4F0,2.22e-93,Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3),inner ear auditory receptor cell differentiation [GO:0042491]; locomotory behavior [GO:0007626],GO:0000421; GO:0005253; GO:0005267; GO:0005272; GO:0005737; GO:0005886; GO:0007626; GO:0008289; GO:0031901; GO:0031902; GO:0042491; GO:0060171,autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]; stereocilium membrane [GO:0060171],lipid binding [GO:0008289]; monoatomic anion channel activity [GO:0005253]; potassium channel activity [GO:0005267]; sodium channel activity [GO:0005272]
TRP,Montipora_capitata_HIv3___RNAseq.g40695.t1,O62852,6e-50,Short transient receptor potential channel 5 (Rtrp5) (TrpC5) (Capacitative calcium entry channel 2) (CCE2),neuron apoptotic process [GO:0051402]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0015279; GO:0034704; GO:0051402; GO:0051480; GO:0070679; GO:0070782; GO:0098793,calcium channel complex [GO:0034704]; plasma membrane [GO:0005886]; presynapse [GO:0098793],"calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___RNAseq.g40659.t1,Q9VJJ7,2.33e-28,Transient receptor potential-gamma protein (TRPgamma) (Transient receptor potential cation channel gamma),adult walking behavior [GO:0007628]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; detection of light stimulus involved in visual perception [GO:0050908]; monoatomic cation transport [GO:0006812]; neuromuscular process controlling posture [GO:0050884]; regulation of cytosolic calcium ion concentration [GO:0051480]; response to light stimulus [GO:0009416],GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0006816; GO:0007628; GO:0008381; GO:0009416; GO:0015279; GO:0016028; GO:0033583; GO:0034703; GO:0043025; GO:0050884; GO:0050908; GO:0051480; GO:0070588; GO:0070679; GO:1990635,cation channel complex [GO:0034703]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; proximal dendrite [GO:1990635]; rhabdomere [GO:0016028]; rhabdomere membrane [GO:0033583],"calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; mechanosensitive monoatomic ion channel activity [GO:0008381]; monoatomic cation channel activity [GO:0005261]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___RNAseq.g40857.t1,Q9QX29,1.18e-47,Short transient receptor potential channel 5 (TrpC5) (Capacitative calcium entry channel 2) (CCE2) (Transient receptor protein 5) (TRP-5) (mTRP5) (Trp-related protein 5),negative regulation of dendrite morphogenesis [GO:0050774]; neuron apoptotic process [GO:0051402]; neuron differentiation [GO:0030182]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]; positive regulation of axon extension [GO:0045773]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of neuron differentiation [GO:0045666]; regulation of membrane hyperpolarization [GO:1902630],GO:0003779; GO:0005262; GO:0005886; GO:0007204; GO:0008284; GO:0030182; GO:0030276; GO:0030425; GO:0030426; GO:0034704; GO:0042805; GO:0043025; GO:0045666; GO:0045773; GO:0050774; GO:0051117; GO:0051402; GO:0070679; GO:0070782; GO:0098793; GO:1902630,calcium channel complex [GO:0034704]; dendrite [GO:0030425]; growth cone [GO:0030426]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynapse [GO:0098793],"actin binding [GO:0003779]; actinin binding [GO:0042805]; ATPase binding [GO:0051117]; calcium channel activity [GO:0005262]; clathrin binding [GO:0030276]; inositol 1,4,5 trisphosphate binding [GO:0070679]"
TRP,Montipora_capitata_HIv3___RNAseq.g19438.t1,O62852,7.68e-26,Short transient receptor potential channel 5 (Rtrp5) (TrpC5) (Capacitative calcium entry channel 2) (CCE2),neuron apoptotic process [GO:0051402]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0015279; GO:0034704; GO:0051402; GO:0051480; GO:0070679; GO:0070782; GO:0098793,calcium channel complex [GO:0034704]; plasma membrane [GO:0005886]; presynapse [GO:0098793],"calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___RNAseq.g6326.t2,O62852,4.87e-14,Short transient receptor potential channel 5 (Rtrp5) (TrpC5) (Capacitative calcium entry channel 2) (CCE2),neuron apoptotic process [GO:0051402]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0015279; GO:0034704; GO:0051402; GO:0051480; GO:0070679; GO:0070782; GO:0098793,calcium channel complex [GO:0034704]; plasma membrane [GO:0005886]; presynapse [GO:0098793],"calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___RNAseq.g43238.t1,J9SQF3,0,Transient receptor potential cation channel subfamily M member 3,calcium ion transmembrane transport [GO:0070588]; monoatomic cation transport [GO:0006812]; protein homotetramerization [GO:0051289]; sodium ion transport [GO:0006814]; zinc ion transmembrane transport [GO:0071577],GO:0005261; GO:0005262; GO:0005385; GO:0005516; GO:0005546; GO:0005886; GO:0006812; GO:0006814; GO:0031683; GO:0051289; GO:0070588; GO:0071577; GO:0097603,plasma membrane [GO:0005886],"calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; G-protein beta/gamma-subunit complex binding [GO:0031683]; monoatomic cation channel activity [GO:0005261]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; temperature-gated ion channel activity [GO:0097603]; zinc ion transmembrane transporter activity [GO:0005385]"
TRP,Montipora_capitata_HIv3___TS.g28867.t1,P79100,2.47e-23,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel 1) (CCE1),calcium ion transmembrane transport [GO:0070588]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005886; GO:0015279; GO:0034703; GO:0051480; GO:0070588; GO:0070679,cation channel complex [GO:0034703]; plasma membrane [GO:0005886],"inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___TS.g27882.t1,Q6IVV8,3.19e-59,Polycystin-2 (Curly up) (Cup) (Polycystic kidney disease 2 protein homolog) (Transient receptor potential cation channel subfamily P member 2),atrioventricular valve development [GO:0003171]; calcium ion transmembrane transport [GO:0070588]; cell surface receptor signaling pathway [GO:0007166]; cellular response to calcium ion [GO:0071277]; cellular response to oscillatory fluid shear stress [GO:0097704]; cilium assembly [GO:0060271]; detection of mechanical stimulus [GO:0050982]; determination of heart left/right asymmetry [GO:0061371]; determination of left/right symmetry [GO:0007368]; dorsal/ventral pattern formation [GO:0009953]; embryonic heart tube morphogenesis [GO:0003143]; heart development [GO:0007507]; heart jogging [GO:0003146]; heart looping [GO:0001947]; inorganic cation transmembrane transport [GO:0098662]; kidney development [GO:0001822]; Kupffer's vesicle development [GO:0070121]; left/right pattern formation [GO:0060972]; lymphangiogenesis [GO:0001946]; Notch signaling pathway [GO:0007219]; positive regulation of sequestering of calcium ion [GO:0051284]; potassium ion transmembrane transport [GO:0071805]; pronephros development [GO:0048793]; pronephros morphogenesis [GO:0072114]; protein heterotetramerization [GO:0051290]; protein tetramerization [GO:0051262]; protein-containing complex assembly [GO:0065003]; proximal convoluted tubule development [GO:0072019]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of collagen biosynthetic process [GO:0032965]; release of sequestered calcium ion into cytosol [GO:0051209]; ventriculo bulbo valve development [GO:0003173],GO:0001822; GO:0001946; GO:0001947; GO:0003143; GO:0003146; GO:0003171; GO:0003173; GO:0005102; GO:0005245; GO:0005248; GO:0005261; GO:0005262; GO:0005267; GO:0005509; GO:0005783; GO:0005856; GO:0005886; GO:0005929; GO:0007166; GO:0007219; GO:0007368; GO:0007507; GO:0009953; GO:0010882; GO:0015271; GO:0016020; GO:0016323; GO:0016324; GO:0016328; GO:0030017; GO:0030659; GO:0032965; GO:0033017; GO:0034703; GO:0042383; GO:0048793; GO:0050982; GO:0051209; GO:0051262; GO:0051284; GO:0051290; GO:0051371; GO:0060271; GO:0060972; GO:0061371; GO:0065003; GO:0070121; GO:0070588; GO:0071277; GO:0071805; GO:0072019; GO:0072114; GO:0097704; GO:0098662,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cation channel complex [GO:0034703]; cilium [GO:0005929]; cytoplasmic vesicle membrane [GO:0030659]; cytoskeleton [GO:0005856]; endoplasmic reticulum [GO:0005783]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sarcomere [GO:0030017]; sarcoplasmic reticulum membrane [GO:0033017],calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; monoatomic cation channel activity [GO:0005261]; muscle alpha-actinin binding [GO:0051371]; outward rectifier potassium channel activity [GO:0015271]; potassium channel activity [GO:0005267]; signaling receptor binding [GO:0005102]; voltage-gated calcium channel activity [GO:0005245]; voltage-gated sodium channel activity [GO:0005248]
TRP,Montipora_capitata_HIv3___RNAseq.g19437.t1,O62852,3.22e-25,Short transient receptor potential channel 5 (Rtrp5) (TrpC5) (Capacitative calcium entry channel 2) (CCE2),neuron apoptotic process [GO:0051402]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0015279; GO:0034704; GO:0051402; GO:0051480; GO:0070679; GO:0070782; GO:0098793,calcium channel complex [GO:0034704]; plasma membrane [GO:0005886]; presynapse [GO:0098793],"calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___RNAseq.g34218.t1,A7T1N0,2.07e-128,Transient receptor potential cation channel subfamily M member-like 2 (nvTRPM2),calcium ion transmembrane transport [GO:0070588]; sodium ion transmembrane transport [GO:0035725],GO:0005886; GO:0015280; GO:0035725; GO:0046872; GO:0047631; GO:0070588; GO:0099604,plasma membrane [GO:0005886],ADP-ribose diphosphatase activity [GO:0047631]; ligand-gated calcium channel activity [GO:0099604]; ligand-gated sodium channel activity [GO:0015280]; metal ion binding [GO:0046872]
TRP,Montipora_capitata_HIv3___RNAseq.g7105.t1,Q9QUQ5,1.02e-13,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4),calcium ion import [GO:0070509]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709],GO:0005886; GO:0005901; GO:0005911; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0032991; GO:0034704; GO:0045121; GO:0045296; GO:0048709; GO:0070509; GO:0070679,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; caveola [GO:0005901]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cortical cytoskeleton [GO:0030863]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]"
TRP,Montipora_capitata_HIv3___RNAseq.g8855.t1,Q6RX08,7.6e-17,Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1),calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; cellular response to acidic pH [GO:0071468]; cellular response to alkaloid [GO:0071312]; cellular response to ATP [GO:0071318]; cellular response to heat [GO:0034605]; protein homotetramerization [GO:0051289]; response to capsazepine [GO:1901594],GO:0004888; GO:0005230; GO:0005231; GO:0005262; GO:0005516; GO:0005524; GO:0005886; GO:0015278; GO:0016020; GO:0032591; GO:0034605; GO:0035091; GO:0045211; GO:0046872; GO:0051289; GO:0070588; GO:0071312; GO:0071318; GO:0071468; GO:0098703; GO:1901594,dendritic spine membrane [GO:0032591]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211],ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; excitatory extracellular ligand-gated monoatomic ion channel activity [GO:0005231]; extracellular ligand-gated monoatomic ion channel activity [GO:0005230]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; phosphatidylinositol binding [GO:0035091]; transmembrane signaling receptor activity [GO:0004888]
TRP,Montipora_capitata_HIv3___RNAseq.g27643.t1,O75762,8.49e-142,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005245; GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245]
