query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Porites_compressa_HIv1___TS.g17753.t1	Q7Z494	1.65e-13	Nephrocystin-3	atrial septum development [GO:0003283]; cilium assembly [GO:0060271]; convergent extension [GO:0060026]; convergent extension involved in gastrulation [GO:0060027]; determination of intestine left/right asymmetry [GO:0071908]; determination of left/right symmetry [GO:0007368]; determination of liver left/right asymmetry [GO:0071910]; determination of pancreatic left/right asymmetry [GO:0035469]; determination of stomach left/right asymmetry [GO:0071909]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; establishment or maintenance of cell polarity [GO:0007163]; extracellular matrix organization [GO:0030198]; heart looping [GO:0001947]; kidney development [GO:0001822]; kidney morphogenesis [GO:0060993]; lipid metabolic process [GO:0006629]; lung development [GO:0030324]; maintenance of animal organ identity [GO:0048496]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; non-motile cilium assembly [GO:1905515]; photoreceptor cell maintenance [GO:0045494]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; ureter development [GO:0072189]; Wnt signaling pathway [GO:0016055]	GO:0001822; GO:0001947; GO:0003283; GO:0005576; GO:0005829; GO:0005929; GO:0006629; GO:0007163; GO:0007368; GO:0016055; GO:0030198; GO:0030324; GO:0035469; GO:0045494; GO:0048496; GO:0060026; GO:0060027; GO:0060271; GO:0060287; GO:0060993; GO:0071908; GO:0071909; GO:0071910; GO:0072189; GO:0090090; GO:0097543; GO:0097546; GO:1905515; GO:2000095	ciliary base [GO:0097546]; ciliary inversin compartment [GO:0097543]; cilium [GO:0005929]; cytosol [GO:0005829]; extracellular region [GO:0005576]	
Porites_compressa_HIv1___TS.g39731.t1	Q9VBW0	3.58e-21	SAYSvFN domain-containing protein 1	protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	GO:0005789; GO:0006515	endoplasmic reticulum membrane [GO:0005789]	
Porites_compressa_HIv1___TS.g10924.t1	Q9U489	1.86e-06	Protein lin-41 (Abnormal cell lineage protein 41)	epidermal cell fate specification [GO:0009957]; gamete generation [GO:0007276]; mRNA catabolic process [GO:0006402]; negative regulation of gene expression [GO:0010629]; negative regulation of translation [GO:0017148]; nematode male tail tip morphogenesis [GO:0045138]; positive regulation of brood size [GO:0090727]; positive regulation of oocyte development [GO:0060282]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein metabolic process [GO:0019538]; regulation of development, heterochronic [GO:0040034]; regulation of epidermal cell differentiation [GO:0045604]; regulation of nematode male tail tip morphogenesis [GO:0110037]	GO:0000932; GO:0003723; GO:0003729; GO:0004842; GO:0005737; GO:0006402; GO:0007276; GO:0008270; GO:0009957; GO:0010629; GO:0017148; GO:0019538; GO:0030371; GO:0035198; GO:0035770; GO:0040034; GO:0045138; GO:0045604; GO:0045944; GO:0060282; GO:0090727; GO:0110037	cytoplasm [GO:0005737]; P-body [GO:0000932]; ribonucleoprotein granule [GO:0035770]	miRNA binding [GO:0035198]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; translation repressor activity [GO:0030371]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g20526.t1	Q8C2A2	1.91e-24	tRNA-splicing endonuclease subunit Sen54 (tRNA-intron endonuclease Sen54)	mRNA processing [GO:0006397]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	GO:0005730; GO:0006388; GO:0006397	nucleolus [GO:0005730]	
Porites_compressa_HIv1___RNAseq.g20503.t1	O16025	1.13e-06	Allene oxide synthase-lipoxygenase protein [Includes: Allene oxide synthase (AOS) (EC 4.2.1.-) (Hydroperoxidehydrase); Arachidonate 8-lipoxygenase (EC 1.13.11.40)]	arachidonate metabolic process [GO:0019369]; fatty acid biosynthetic process [GO:0006633]; lipid oxidation [GO:0034440]; oxylipin biosynthetic process [GO:0031408]	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677	cytoplasm [GO:0005737]; membrane [GO:0016020]	allene oxide synthase activity [GO:0009978]; arachidonate 8(R)-lipoxygenase activity [GO:0047677]; heme binding [GO:0020037]; iron ion binding [GO:0005506]
Porites_compressa_HIv1___RNAseq.g13479.t1	P19213	3.1e-172	Creatinase (EC 3.5.3.3) (Creatine amidinohydrolase)		GO:0016980		creatinase activity [GO:0016980]
Porites_compressa_HIv1___RNAseq.g16336.t1	F6R2G2	1.4e-15	NLR family CARD domain-containing protein 4 (Ice protease-activating factor) (Ipaf)	apoptotic process [GO:0006915]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; regulation of apoptotic process [GO:0042981]	GO:0005524; GO:0005829; GO:0006915; GO:0006954; GO:0042981; GO:0045087	cytosol [GO:0005829]	ATP binding [GO:0005524]
Porites_compressa_HIv1___RNAseq.g30295.t1	E7FAM5	6.21e-36	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; neural tube development [GO:0021915]; protein autoubiquitination [GO:0051865]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]	GO:0000082; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0035198; GO:0035278; GO:0051865; GO:0072089; GO:2000177	P-body [GO:0000932]	miRNA binding [GO:0035198]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g14902.t1	Q9C9U3	7.54e-109	Alpha-dioxygenase 2 (Alpha DOX2) (EC 1.14.99.-) (Fatty acid dioxygenase AlphaDOX2)	fatty acid biosynthetic process [GO:0006633]; fatty acid metabolic process [GO:0006631]; leaf senescence [GO:0010150]; long-chain fatty acid metabolic process [GO:0001676]; oxylipin biosynthetic process [GO:0031408]; response to oxidative stress [GO:0006979]	GO:0001676; GO:0004601; GO:0006631; GO:0006633; GO:0006979; GO:0010150; GO:0020037; GO:0031408; GO:0046872; GO:0051213		dioxygenase activity [GO:0051213]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]
Porites_compressa_HIv1___RNAseq.g40274.t1	A0JM23	8.11e-48	Nephrocystin-3	cilium assembly [GO:0060271]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]	GO:0005929; GO:0016055; GO:0060271; GO:0090090; GO:2000095	cilium [GO:0005929]	
Porites_compressa_HIv1___RNAseq.g38287.t2	Q9W3Y4	4.99e-23	GAS2-like protein pickled eggs	actin crosslink formation [GO:0051764]; attachment of GPI anchor to protein [GO:0016255]; follicle cell of egg chamber development [GO:0030707]; follicle cell of egg chamber stalk formation [GO:0030713]; microtubule bundle formation [GO:0001578]; negative regulation of Notch signaling pathway [GO:0045746]; protein localization to microtubule plus-end [GO:1904825]; regulation of microtubule polymerization or depolymerization [GO:0031110]	GO:0001578; GO:0005737; GO:0005856; GO:0005938; GO:0008017; GO:0016255; GO:0030707; GO:0030713; GO:0031110; GO:0045746; GO:0051015; GO:0051764; GO:1904825	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	actin filament binding [GO:0051015]; microtubule binding [GO:0008017]
Porites_compressa_HIv1___RNAseq.g26042.t1	Q6DG03	2.1e-47	Cyclin-D-binding Myb-like transcription factor 1	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000978; GO:0000981; GO:0005634; GO:0006357	nucleus [GO:0005634]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
Porites_compressa_HIv1___RNAseq.g40991.t1	Q6DEY7	1.87e-07	Embryonic polyadenylate-binding protein (Embryonic poly(A)-binding protein) (ePABP)	chordate embryonic development [GO:0043009]; mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; negative regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060212]; translation [GO:0006412]	GO:0005737; GO:0006397; GO:0006412; GO:0008143; GO:0031370; GO:0043009; GO:0048255; GO:0060212	cytoplasm [GO:0005737]	eukaryotic initiation factor 4G binding [GO:0031370]; poly(A) binding [GO:0008143]
Porites_compressa_HIv1___RNAseq.g19057.t1	Q4R9C4	4.06e-07	G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)	apoptotic process [GO:0006915]; protein ubiquitination [GO:0016567]	GO:0004842; GO:0005730; GO:0005737; GO:0006915; GO:0008270; GO:0016567	cytoplasm [GO:0005737]; nucleolus [GO:0005730]	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g29327.t1	Q5M868	5.33e-08	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.-) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (EC 3.2.1.46) (Non-lysosomal glycosylceramidase)	bile acid metabolic process [GO:0008206]; carbohydrate metabolic process [GO:0005975]; central nervous system development [GO:0007417]; central nervous system neuron development [GO:0021954]; cholesterol metabolic process [GO:0008203]; glucosylceramide catabolic process [GO:0006680]; glycoside catabolic process [GO:0016139]; lipid glycosylation [GO:0030259]; regulation of actin filament polymerization [GO:0030833]; regulation of membrane lipid distribution [GO:0097035]; regulation of microtubule polymerization [GO:0031113]	GO:0000139; GO:0004336; GO:0004348; GO:0005789; GO:0005829; GO:0005975; GO:0006680; GO:0007417; GO:0008203; GO:0008206; GO:0008422; GO:0016020; GO:0016139; GO:0021954; GO:0030259; GO:0030833; GO:0031113; GO:0046527; GO:0050295; GO:0097035	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; membrane [GO:0016020]	beta-glucosidase activity [GO:0008422]; galactosylceramidase activity [GO:0004336]; glucosylceramidase activity [GO:0004348]; glucosyltransferase activity [GO:0046527]; steryl-beta-glucosidase activity [GO:0050295]
Porites_compressa_HIv1___RNAseq.g19055.t1	P15257	1.27e-88	Hepatocyte nuclear factor 1-alpha (HNF-1-alpha) (HNF-1A) (Liver-specific transcription factor LF-B1) (LFB1) (Transcription factor 1) (TCF-1)	apoptotic nuclear changes [GO:0030262]; bile acid and bile salt transport [GO:0015721]; bile acid biosynthetic process [GO:0006699]; blastocyst development [GO:0001824]; bone resorption [GO:0045453]; cellular response to glucose stimulus [GO:0071333]; cellular response to L-leucine [GO:0071233]; cellular response to rapamycin [GO:0072752]; cholesterol metabolic process [GO:0008203]; chromatin remodeling [GO:0006338]; D-glucose import [GO:0046323]; embryonic limb morphogenesis [GO:0030326]; fatty acid biosynthetic process [GO:0006633]; fatty acid transport [GO:0015908]; glucose homeostasis [GO:0042593]; heme biosynthetic process [GO:0006783]; insulin secretion [GO:0030073]; liver development [GO:0001889]; negative regulation of apoptotic process [GO:0043066]; negative regulation of miRNA processing [GO:1903799]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pancreas development [GO:0031016]; paraxial mesoderm formation [GO:0048341]; placenta development [GO:0001890]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of insulin secretion [GO:0032024]; positive regulation of mitochondrial membrane potential [GO:0010918]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein localization [GO:0008104]; regulation of DNA-templated transcription [GO:0006355]; regulation of hormone secretion [GO:0046883]; regulation of NADP metabolic process [GO:1902031]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of Wnt signaling pathway [GO:0030111]; renal D-glucose absorption [GO:0035623]; reproductive structure development [GO:0048608]; response to glucose [GO:0009749]; response to oxidative stress [GO:0006979]; reverse cholesterol transport [GO:0043691]; transcription by RNA polymerase II [GO:0006366]	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001221; GO:0001223; GO:0001228; GO:0001750; GO:0001824; GO:0001889; GO:0001890; GO:0003677; GO:0003682; GO:0003690; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0006338; GO:0006355; GO:0006357; GO:0006366; GO:0006633; GO:0006699; GO:0006783; GO:0006979; GO:0008104; GO:0008203; GO:0009749; GO:0010628; GO:0010918; GO:0015721; GO:0015908; GO:0030073; GO:0030111; GO:0030262; GO:0030326; GO:0031016; GO:0032024; GO:0032991; GO:0035623; GO:0042593; GO:0042802; GO:0043066; GO:0043565; GO:0043691; GO:0045120; GO:0045453; GO:0045893; GO:0045944; GO:0046323; GO:0046883; GO:0046983; GO:0048341; GO:0048608; GO:0051897; GO:0060261; GO:0071233; GO:0071333; GO:0072752; GO:1902031; GO:1903799; GO:2001171	chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; photoreceptor outer segment [GO:0001750]; pronucleus [GO:0045120]; protein-containing complex [GO:0032991]; transcription regulator complex [GO:0005667]	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator binding [GO:0001223]; transcription coregulator binding [GO:0001221]
Porites_compressa_HIv1___RNAseq.g38806.t1	A6NM28	4.79e-08	Zinc finger protein 92 homolog (Zfp-92)	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0008270	nucleus [GO:0005634]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___TS.g4727.t3	Q9NWZ5	0	Uridine-cytidine kinase-like 1 (EC 2.7.1.48)	CTP salvage [GO:0044211]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]	GO:0004849; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0043097; GO:0043771; GO:0044206; GO:0044211	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	ATP binding [GO:0005524]; cytidine kinase activity [GO:0043771]; uridine kinase activity [GO:0004849]
Porites_compressa_HIv1___RNAseq.g33183.t1	Q06827	3.57e-15	Caltractin (Centrin)	cell division [GO:0051301]	GO:0005509; GO:0016460; GO:0051301	myosin II complex [GO:0016460]	calcium ion binding [GO:0005509]
Porites_compressa_HIv1___RNAseq.g23308.t1	F4IF36	1.73e-116	Protein FORGETTER 1 (Protein EMBRYO DEFECTIVE 1135)	chromatin remodeling [GO:0006338]; epigenetic regulation of gene expression [GO:0040029]; heat acclimation [GO:0010286]; positive regulation of cellular response to heat [GO:1900036]; regulation of DNA-templated transcription [GO:0006355]; response to heat [GO:0009408]	GO:0005634; GO:0006338; GO:0006355; GO:0008270; GO:0009408; GO:0010286; GO:0031490; GO:0040029; GO:0042393; GO:1900036; GO:1990841	nucleus [GO:0005634]	chromatin DNA binding [GO:0031490]; histone binding [GO:0042393]; promoter-specific chromatin binding [GO:1990841]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g32515.t1	Q7Z494	1.67e-25	Nephrocystin-3	atrial septum development [GO:0003283]; cilium assembly [GO:0060271]; convergent extension [GO:0060026]; convergent extension involved in gastrulation [GO:0060027]; determination of intestine left/right asymmetry [GO:0071908]; determination of left/right symmetry [GO:0007368]; determination of liver left/right asymmetry [GO:0071910]; determination of pancreatic left/right asymmetry [GO:0035469]; determination of stomach left/right asymmetry [GO:0071909]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; establishment or maintenance of cell polarity [GO:0007163]; extracellular matrix organization [GO:0030198]; heart looping [GO:0001947]; kidney development [GO:0001822]; kidney morphogenesis [GO:0060993]; lipid metabolic process [GO:0006629]; lung development [GO:0030324]; maintenance of animal organ identity [GO:0048496]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; non-motile cilium assembly [GO:1905515]; photoreceptor cell maintenance [GO:0045494]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; ureter development [GO:0072189]; Wnt signaling pathway [GO:0016055]	GO:0001822; GO:0001947; GO:0003283; GO:0005576; GO:0005829; GO:0005929; GO:0006629; GO:0007163; GO:0007368; GO:0016055; GO:0030198; GO:0030324; GO:0035469; GO:0045494; GO:0048496; GO:0060026; GO:0060027; GO:0060271; GO:0060287; GO:0060993; GO:0071908; GO:0071909; GO:0071910; GO:0072189; GO:0090090; GO:0097543; GO:0097546; GO:1905515; GO:2000095	ciliary base [GO:0097546]; ciliary inversin compartment [GO:0097543]; cilium [GO:0005929]; cytosol [GO:0005829]; extracellular region [GO:0005576]	
Porites_compressa_HIv1___RNAseq.g26788.t1	P30937	2.21e-22	Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R)	cell migration [GO:0016477]; cellular response to glucocorticoid stimulus [GO:0071385]; forebrain development [GO:0030900]; negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106072]; neuropeptide signaling pathway [GO:0007218]; positive regulation of arachidonate secretion [GO:0090238]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]	GO:0004994; GO:0005886; GO:0007218; GO:0016477; GO:0030900; GO:0042923; GO:0043005; GO:0070374; GO:0071385; GO:0090238; GO:0106072	neuron projection [GO:0043005]; plasma membrane [GO:0005886]	neuropeptide binding [GO:0042923]; somatostatin receptor activity [GO:0004994]
Porites_compressa_HIv1___RNAseq.g40521.t1	A8MRX0	5.03e-75	Flavin-containing monooxygenase FMO GS-OX5 (EC 1.14.13.237) (Flavin-monooxygenase glucosinolate S-oxygenase 5)	floral organ morphogenesis [GO:0048444]; glucosinolate biosynthetic process [GO:0019761]; regulation of hormone biosynthetic process [GO:0046885]; regulation of organ growth [GO:0046620]	GO:0004497; GO:0004499; GO:0019761; GO:0046620; GO:0046885; GO:0048444; GO:0050660; GO:0050661; GO:0080107		8-methylthiopropyl glucosinolate S-oxygenase activity [GO:0080107]; flavin adenine dinucleotide binding [GO:0050660]; monooxygenase activity [GO:0004497]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]
Porites_compressa_HIv1___TS.g6449.t1	P14202	9.03e-07	Tegument antigen (Antigen SmA22.6) (I(H)A) (Sm22.6) (Tegumental-allergen-like protein-1) (SmTAL1) (TAL1)	microtubule-based process [GO:0007017]	GO:0005509; GO:0007017; GO:0030286	dynein complex [GO:0030286]	calcium ion binding [GO:0005509]
Porites_compressa_HIv1___RNAseq.20578_t	Q24292	8.32e-73	Protein dachsous (Adherin)	establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; imaginal disc morphogenesis [GO:0007560]; negative regulation of hippo signaling [GO:0035331]; positive regulation of hippo signaling [GO:0035332]; protein localization involved in establishment of planar polarity [GO:0090251]	GO:0001736; GO:0005509; GO:0005886; GO:0007156; GO:0007560; GO:0016327; GO:0035331; GO:0035332; GO:0042067; GO:0070161; GO:0090251	anchoring junction [GO:0070161]; apicolateral plasma membrane [GO:0016327]; plasma membrane [GO:0005886]	calcium ion binding [GO:0005509]
Porites_compressa_HIv1___RNAseq.g32517.t1	Q96AY4	1.06e-24	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]	GO:0000922; GO:0005737; GO:0005813; GO:0007346; GO:0019900; GO:0030496; GO:0051301	centrosome [GO:0005813]; cytoplasm [GO:0005737]; midbody [GO:0030496]; spindle pole [GO:0000922]	kinase binding [GO:0019900]
Porites_compressa_HIv1___TS.g557.t1	Q9Y6N7	2.84e-28	Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)	aorta development [GO:0035904]; aortic valve morphogenesis [GO:0003180]; axon midline choice point recognition [GO:0016199]; cell adhesion [GO:0007155]; cell migration involved in sprouting angiogenesis [GO:0002042]; chemorepulsion involved in postnatal olfactory bulb interneuron migration [GO:0021836]; endocardial cushion formation [GO:0003272]; heart induction [GO:0003129]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell migration [GO:0030336]; negative regulation of chemokine-mediated signaling pathway [GO:0070100]; negative regulation of gene expression [GO:0010629]; negative regulation of mammary gland epithelial cell proliferation [GO:0033600]; negative regulation of negative chemotaxis [GO:0050925]; nervous system development [GO:0007399]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of axonogenesis [GO:0050772]; positive regulation of gene expression [GO:0010628]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of Rho protein signal transduction [GO:0035025]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; positive regulation of vascular endothelial growth factor signaling pathway [GO:1900748]; pulmonary valve morphogenesis [GO:0003184]; Roundabout signaling pathway [GO:0035385]; ventricular septum morphogenesis [GO:0060412]	GO:0002042; GO:0003129; GO:0003148; GO:0003180; GO:0003184; GO:0003272; GO:0005737; GO:0005829; GO:0005886; GO:0005929; GO:0007155; GO:0007156; GO:0007399; GO:0008046; GO:0009986; GO:0010628; GO:0010629; GO:0016199; GO:0021836; GO:0030275; GO:0030336; GO:0030424; GO:0030949; GO:0033116; GO:0033600; GO:0035025; GO:0035385; GO:0035904; GO:0042802; GO:0043410; GO:0045747; GO:0050772; GO:0050925; GO:0060412; GO:0070100; GO:1900748	axon [GO:0030424]; cell surface [GO:0009986]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; plasma membrane [GO:0005886]	axon guidance receptor activity [GO:0008046]; identical protein binding [GO:0042802]; LRR domain binding [GO:0030275]
Porites_compressa_HIv1___RNAseq.g11171.t1	F8VQB6	0	Unconventional myosin-X (Unconventional myosin-10)	cell motility [GO:0048870]; cytoskeleton-dependent intracellular transport [GO:0030705]; positive regulation of cell-cell adhesion [GO:0022409]; regulation of cell shape [GO:0008360]; regulation of filopodium assembly [GO:0051489]	GO:0000146; GO:0001726; GO:0005516; GO:0005524; GO:0005547; GO:0005730; GO:0005829; GO:0005938; GO:0008360; GO:0016459; GO:0022409; GO:0030027; GO:0030175; GO:0030507; GO:0030705; GO:0031527; GO:0032433; GO:0043005; GO:0043025; GO:0048870; GO:0051015; GO:0051489; GO:0060002	cell cortex [GO:0005938]; cytosol [GO:0005829]; filopodium [GO:0030175]; filopodium membrane [GO:0031527]; filopodium tip [GO:0032433]; lamellipodium [GO:0030027]; myosin complex [GO:0016459]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; ruffle [GO:0001726]	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; plus-end directed microfilament motor activity [GO:0060002]; spectrin binding [GO:0030507]
Porites_compressa_HIv1___RNAseq.g37538.t2	Q96DH6	4.74e-31	RNA-binding protein Musashi homolog 2 (Musashi-2)	central nervous system development [GO:0007417]; regulation of translation [GO:0006417]; stem cell development [GO:0048864]	GO:0003723; GO:0003729; GO:0005737; GO:0005829; GO:0006417; GO:0007417; GO:0008266; GO:0042802; GO:0043231; GO:0048864	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]	identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; poly(U) RNA binding [GO:0008266]; RNA binding [GO:0003723]
Porites_compressa_HIv1___RNAseq.g2813.t1	Q8NFT6	9.06e-10	Protein DBF4 homolog B (Activator of S phase kinase-like protein 1) (ASK-like protein 1) (Chiffon homolog B) (Dbf4-related factor 1)	positive regulation of cell population proliferation [GO:0008284]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of nuclear cell cycle DNA replication [GO:0010571]; regulation of cell cycle phase transition [GO:1901987]	GO:0003676; GO:0005634; GO:0005654; GO:0005737; GO:0008270; GO:0008284; GO:0010571; GO:0010971; GO:0019901; GO:0030295; GO:0031431; GO:0043231; GO:0043539; GO:1901987	cytoplasm [GO:0005737]; Dbf4-dependent protein kinase complex [GO:0031431]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	nucleic acid binding [GO:0003676]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activator activity [GO:0043539]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g5633.t1	P46013	9.32e-23	Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67)	cell population proliferation [GO:0008283]; chromosome segregation [GO:0007059]; regulation of chromatin organization [GO:1902275]; regulation of mitotic nuclear division [GO:0007088]	GO:0000793; GO:0003677; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0007059; GO:0007088; GO:0008283; GO:0016020; GO:0140693; GO:1902275	chromosome [GO:0005694]; condensed chromosome [GO:0000793]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; molecular condensate scaffold activity [GO:0140693]; RNA binding [GO:0003723]
Porites_compressa_HIv1___RNAseq.g24581.t1	Q925P2	1.86e-07	Cell adhesion molecule CEACAM2 (Biliary glycoprotein 2) (BGP-2) (Carcinoembryonic antigen-related cell adhesion molecule 2) (CEA-related cell adhesion molecule 2)	energy homeostasis [GO:0097009]; negative regulation of brown fat cell proliferation [GO:0070348]; negative regulation of feeding behavior [GO:2000252]	GO:0005886; GO:0009897; GO:0009986; GO:0070348; GO:0097009; GO:2000252	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; plasma membrane [GO:0005886]	
