query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Pocillopora_acuta_HIv2___RNAseq.g28298.t1,SLC,,Q9DB41,1.5e-101,Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18),L-glutamate transmembrane transport [GO:0015813],GO:0005280; GO:0005743; GO:0015813,mitochondrial inner membrane [GO:0005743],amino acid:proton symporter activity [GO:0005280],Mitochondrial glutamate carrier 2
Pocillopora_acuta_HIv2___RNAseq.g28376.t1,Bhattacharya2016,GNA11,P82471,0,Guanine nucleotide-binding protein G(q) subunit alpha (EC 3.6.5.-) (Guanine nucleotide-binding protein alpha-q),action potential [GO:0001508]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cranial skeletal system development [GO:1904888]; developmental pigmentation [GO:0048066]; embryonic digit morphogenesis [GO:0042733]; endothelin receptor signaling pathway [GO:0086100]; forebrain neuron development [GO:0021884]; G protein-coupled receptor signaling pathway [GO:0007186]; glutamate receptor signaling pathway [GO:0007215]; heart development [GO:0007507]; ligand-gated ion channel signaling pathway [GO:1990806]; maternal behavior [GO:0042711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of potassium ion transport [GO:0043267]; neuron remodeling [GO:0016322]; neuropeptide signaling pathway [GO:0007218]; phospholipase C-activating dopamine receptor signaling pathway [GO:0060158]; phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway [GO:0007207]; phospholipase C-activating G protein-coupled glutamate receptor signaling pathway [GO:0007206]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; phospholipase C-activating serotonin receptor signaling pathway [GO:0007208]; positive regulation of insulin secretion [GO:0032024]; post-embryonic development [GO:0009791]; protein stabilization [GO:0050821]; regulation of blood pressure [GO:0008217]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of melanocyte differentiation [GO:0045634]; regulation of platelet activation [GO:0010543]; response to prostaglandin E [GO:0034695]; skeletal system development [GO:0001501],GO:0001501; GO:0001508; GO:0001664; GO:0003924; GO:0003925; GO:0005096; GO:0005525; GO:0005737; GO:0005794; GO:0005834; GO:0005886; GO:0005901; GO:0007186; GO:0007189; GO:0007200; GO:0007206; GO:0007207; GO:0007208; GO:0007215; GO:0007218; GO:0007507; GO:0008217; GO:0009791; GO:0010543; GO:0016020; GO:0016322; GO:0021884; GO:0030234; GO:0030425; GO:0031683; GO:0031965; GO:0032024; GO:0034695; GO:0042711; GO:0042733; GO:0043066; GO:0043267; GO:0044297; GO:0044877; GO:0045634; GO:0046872; GO:0047391; GO:0048066; GO:0050821; GO:0060158; GO:0060828; GO:0086100; GO:0098793; GO:0099524; GO:1904888; GO:1990806,caveola [GO:0005901]; cell body [GO:0044297]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; heterotrimeric G-protein complex [GO:0005834]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]; postsynaptic cytosol [GO:0099524]; presynapse [GO:0098793],alkylglycerophosphoethanolamine phosphodiesterase activity [GO:0047391]; enzyme regulator activity [GO:0030234]; G protein activity [GO:0003925]; G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; protein-containing complex binding [GO:0044877],GNA11
Pocillopora_acuta_HIv2___RNAseq.g28464.t1,"TRP, Bhattacharya2016",TRPA1,O75762,1.73e-139,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005245; GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],TRPA1
Pocillopora_acuta_HIv2___RNAseq.g28509.t1,calcium,,P22770,3.44e-108,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; regulation of membrane potential [GO:0042391]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]",GO:0001540; GO:0001666; GO:0005737; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007271; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030424; GO:0030425; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043204; GO:0043410; GO:0045202; GO:0045211; GO:0045766; GO:0050890; GO:1900016,acetylcholine-gated channel complex [GO:0005892]; axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; chloride channel regulator activity [GO:0017081]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643],Neuronal acetylcholine receptor subunit alpha-7
Pocillopora_acuta_HIv2___RNAseq.g2855.t1,aquaporin,,P47862,4.88e-86,Aquaporin-3 (AQP-3) (31.4 kDa water channel protein) (Aquaglyceroporin-3),cellular response to hypoxia [GO:0071456]; establishment of localization in cell [GO:0051649]; glycerol transmembrane transport [GO:0015793]; odontogenesis [GO:0042476]; polyol transmembrane transport [GO:0015791]; positive regulation of immune system process [GO:0002684]; renal water absorption [GO:0070295]; response to ischemia [GO:0002931]; response to retinoic acid [GO:0032526]; urea transport [GO:0015840]; water transport [GO:0006833],GO:0002684; GO:0002931; GO:0005737; GO:0005886; GO:0005911; GO:0006833; GO:0015166; GO:0015250; GO:0015254; GO:0015791; GO:0015793; GO:0015840; GO:0016323; GO:0032526; GO:0042476; GO:0042802; GO:0051649; GO:0070295; GO:0071456,basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886],glycerol channel activity [GO:0015254]; identical protein binding [GO:0042802]; polyol transmembrane transporter activity [GO:0015166]; water channel activity [GO:0015250],Aquaporin-3
Pocillopora_acuta_HIv2___RNAseq.g28602.t1,SLC,,Q05AQ3,1.03e-111,Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42),ADP transport [GO:0015866]; AMP transport [GO:0080121]; ATP transport [GO:0015867]; coenzyme A transmembrane transport [GO:0035349],GO:0005347; GO:0005739; GO:0005743; GO:0015217; GO:0015228; GO:0015866; GO:0015867; GO:0035349; GO:0043262; GO:0080121; GO:0080122,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],ADP phosphatase activity [GO:0043262]; ADP transmembrane transporter activity [GO:0015217]; AMP transmembrane transporter activity [GO:0080122]; ATP transmembrane transporter activity [GO:0005347]; coenzyme A transmembrane transporter activity [GO:0015228],Mitochondrial coenzyme A transporter SLC25A42
Pocillopora_acuta_HIv2___RNAseq.g28816.t1,SLC,,Q5I020,3.92e-74,Proton-coupled zinc antiporter SLC30A8 (Solute carrier family 30 member 8) (Zinc transporter 8) (ZnT-8),insulin secretion [GO:0030073]; response to glucose [GO:0009749]; response to zinc ion [GO:0010043]; zinc ion import into organelle [GO:0062111]; zinc ion transmembrane transport [GO:0071577],GO:0005385; GO:0005886; GO:0009749; GO:0010043; GO:0030073; GO:0030658; GO:0030667; GO:0046872; GO:0062111; GO:0071577; GO:0140826,plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; transport vesicle membrane [GO:0030658],metal ion binding [GO:0046872]; zinc ion transmembrane transporter activity [GO:0005385]; zinc:proton antiporter activity [GO:0140826],Proton-coupled zinc antiporter SLC30A8
Pocillopora_acuta_HIv2___RNAseq.g2884.t1,aquaporin,,A9Y006,1.15e-87,Aquaporin-3 (Aquaglyceroporin-3),glycerol transmembrane transport [GO:0015793]; polyol transmembrane transport [GO:0015791]; water transport [GO:0006833],GO:0005886; GO:0006833; GO:0015166; GO:0015250; GO:0015254; GO:0015791; GO:0015793; GO:0016323,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],glycerol channel activity [GO:0015254]; polyol transmembrane transporter activity [GO:0015166]; water channel activity [GO:0015250],Aquaporin-3
Pocillopora_acuta_HIv2___RNAseq.g28846.t1,SLC,,E2RFJ3,3.14e-92,Ferroportin (Solute carrier family 40 protein member 1),iron ion export across plasma membrane [GO:1903988]; iron ion transmembrane transport [GO:0034755],GO:0005381; GO:0016323; GO:0017046; GO:0034755; GO:0046872; GO:1903988,basolateral plasma membrane [GO:0016323],iron ion transmembrane transporter activity [GO:0005381]; metal ion binding [GO:0046872]; peptide hormone binding [GO:0017046],Ferroportin
Pocillopora_acuta_HIv2___RNAseq.g28874.t1,ER_calcium,,Q9D024,1.66e-122,PAT complex subunit CCDC47 (Adipocyte-specific protein 4) (Calumin) (Coiled-coil domain-containing protein 47),calcium ion homeostasis [GO:0055074]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; endoplasmic reticulum organization [GO:0007029]; ER overload response [GO:0006983]; ERAD pathway [GO:0036503]; multi-pass transmembrane protein insertion into ER membrane [GO:0160063]; post-embryonic development [GO:0009791]; protein insertion into ER membrane [GO:0045048],GO:0005509; GO:0005783; GO:0005789; GO:0005791; GO:0006983; GO:0007029; GO:0009791; GO:0030867; GO:0032469; GO:0036503; GO:0043022; GO:0044183; GO:0045048; GO:0055074; GO:0101031; GO:0160063; GO:0160064,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; multi-pass translocon complex [GO:0160064]; protein folding chaperone complex [GO:0101031]; rough endoplasmic reticulum [GO:0005791]; rough endoplasmic reticulum membrane [GO:0030867],calcium ion binding [GO:0005509]; protein folding chaperone [GO:0044183]; ribosome binding [GO:0043022],PAT complex subunit CCDC47
Pocillopora_acuta_HIv2___RNAseq.g28915.t1,calcium,,B8UU59,1.12e-39,Polycystin-1-related protein (Polycystic kidney disease 1-related protein),calcium ion transport [GO:0006816],GO:0005261; GO:0005886; GO:0005929; GO:0006816,cilium [GO:0005929]; plasma membrane [GO:0005886],monoatomic cation channel activity [GO:0005261],Polycystin-1-related protein
Pocillopora_acuta_HIv2___RNAseq.g28934.t1,calcium,,Q01484,6.73e-30,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),atrial cardiac muscle cell action potential [GO:0086014]; atrial cardiac muscle cell to AV node cell communication [GO:0086066]; atrial septum development [GO:0003283]; endocytosis [GO:0006897]; intracellular calcium ion homeostasis [GO:0006874]; membrane depolarization during SA node cell action potential [GO:0086046]; paranodal junction assembly [GO:0030913]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of gene expression [GO:0010628]; positive regulation of potassium ion import across plasma membrane [GO:1903288]; protein localization [GO:0008104]; protein localization to cell surface [GO:0034394]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to M-band [GO:0036309]; protein localization to organelle [GO:0033365]; protein localization to plasma membrane [GO:0072659]; protein localization to T-tubule [GO:0036371]; protein stabilization [GO:0050821]; protein transport [GO:0015031]; regulation of atrial cardiac muscle cell action potential [GO:0098910]; regulation of calcium ion transport [GO:0051924]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of heart rate [GO:0002027]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of protein stability [GO:0031647]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; regulation of SA node cell action potential [GO:0098907]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to methylmercury [GO:0051597]; SA node cell action potential [GO:0086015]; SA node cell to atrial cardiac muscle cell communication [GO:0086070]; sarcoplasmic reticulum calcium ion transport [GO:0070296]; T-tubule organization [GO:0033292]; ventricular cardiac muscle cell action potential [GO:0086005],GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0044325; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0099103; GO:0099104; GO:0140031; GO:1903288,A band [GO:0031672]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; costamere [GO:0043034]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; early endosome [GO:0005769]; intercalated disc [GO:0014704]; lysosome [GO:0005764]; M band [GO:0031430]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; Z disc [GO:0030018],ATPase binding [GO:0051117]; channel activator activity [GO:0099103]; cytoskeletal anchor activity [GO:0008093]; enzyme binding [GO:0019899]; phosphorylation-dependent protein binding [GO:0140031]; potassium channel activator activity [GO:0099104]; protein kinase binding [GO:0019901]; protein-macromolecule adaptor activity [GO:0030674]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; transmembrane transporter binding [GO:0044325],Ankyrin-2
Pocillopora_acuta_HIv2___RNAseq.g28976.t1b,SLC,,Q8BMG8,6.82e-61,Solute carrier family 25 member 32 (Mitochondrial FAD transporter),folate import into mitochondrion [GO:1904947]; mitochondrial FAD transmembrane transport [GO:1990548],GO:0005739; GO:0005743; GO:0008517; GO:0015230; GO:1904947; GO:1990548,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],FAD transmembrane transporter activity [GO:0015230]; folic acid transmembrane transporter activity [GO:0008517],Solute carrier family 25 member 32
Pocillopora_acuta_HIv2___RNAseq.g28999.t1,SLC,,Q9JIF3,6.9e-115,"Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)",D-glucose transmembrane transport [GO:1904659]; dehydroascorbic acid transport [GO:0070837]; fructose transmembrane transport [GO:0015755]; galactose transmembrane transport [GO:0015757]; glucose metabolic process [GO:0006006]; insulin receptor signaling pathway [GO:0008286]; male meiosis I [GO:0007141]; response to hypoxia [GO:0001666],GO:0001666; GO:0005353; GO:0005354; GO:0005536; GO:0005886; GO:0006006; GO:0007141; GO:0008021; GO:0008286; GO:0015284; GO:0015755; GO:0015757; GO:0030659; GO:0033300; GO:0055056; GO:0070837; GO:1904659,cytoplasmic vesicle membrane [GO:0030659]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021],D-glucose binding [GO:0005536]; D-glucose transmembrane transporter activity [GO:0055056]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; fructose transmembrane transporter activity [GO:0005353]; fructose uniporter activity [GO:0015284]; galactose transmembrane transporter activity [GO:0005354],"Solute carrier family 2, facilitated glucose transporter member 8"
Pocillopora_acuta_HIv2___RNAseq.g29002.t1,SLC,,Q9JJZ1,1.18e-110,"Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)",D-glucose transmembrane transport [GO:1904659]; dehydroascorbic acid transport [GO:0070837]; fructose transmembrane transport [GO:0015755]; insulin receptor signaling pathway [GO:0008286]; male meiosis I [GO:0007141]; response to hypoxia [GO:0001666],GO:0001666; GO:0005353; GO:0005536; GO:0005886; GO:0007141; GO:0008021; GO:0008286; GO:0015755; GO:0016020; GO:0030659; GO:0033300; GO:0055056; GO:0070837; GO:1904659,cytoplasmic vesicle membrane [GO:0030659]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021],D-glucose binding [GO:0005536]; D-glucose transmembrane transporter activity [GO:0055056]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; fructose transmembrane transporter activity [GO:0005353],"Solute carrier family 2, facilitated glucose transporter member 8"
Pocillopora_acuta_HIv2___RNAseq.g29004.t1,SLC,,Q9JIF3,2.18e-100,"Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)",D-glucose transmembrane transport [GO:1904659]; dehydroascorbic acid transport [GO:0070837]; fructose transmembrane transport [GO:0015755]; galactose transmembrane transport [GO:0015757]; glucose metabolic process [GO:0006006]; insulin receptor signaling pathway [GO:0008286]; male meiosis I [GO:0007141]; response to hypoxia [GO:0001666],GO:0001666; GO:0005353; GO:0005354; GO:0005536; GO:0005886; GO:0006006; GO:0007141; GO:0008021; GO:0008286; GO:0015284; GO:0015755; GO:0015757; GO:0030659; GO:0033300; GO:0055056; GO:0070837; GO:1904659,cytoplasmic vesicle membrane [GO:0030659]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021],D-glucose binding [GO:0005536]; D-glucose transmembrane transporter activity [GO:0055056]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; fructose transmembrane transporter activity [GO:0005353]; fructose uniporter activity [GO:0015284]; galactose transmembrane transporter activity [GO:0005354],"Solute carrier family 2, facilitated glucose transporter member 8"
Pocillopora_acuta_HIv2___RNAseq.g29060.t1,SLC,,Q8K078,1.59e-130,Solute carrier organic anion transporter family member 4A1 (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12),monoatomic ion transport [GO:0006811]; organic anion transport [GO:0015711],GO:0005886; GO:0006811; GO:0008514; GO:0015132; GO:0015711,plasma membrane [GO:0005886],organic anion transmembrane transporter activity [GO:0008514]; prostaglandin transmembrane transporter activity [GO:0015132],Solute carrier organic anion transporter family member 4A1
Pocillopora_acuta_HIv2___RNAseq.g2907.t1,SLC,,Q68F72,2.59e-106,Solute carrier family 15 member 4,"dipeptide import across plasma membrane [GO:0140206]; innate immune response [GO:0045087]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]",GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206,early endosome membrane [GO:0031901]; endolysosome membrane [GO:0036020]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],dipeptide transmembrane transporter activity [GO:0071916]; L-histidine transmembrane transporter activity [GO:0005290]; peptide:proton symporter activity [GO:0015333]; peptidoglycan transmembrane transporter activity [GO:0015647],Solute carrier family 15 member 4
Pocillopora_acuta_HIv2___RNAseq.g29076.t1,calcium,,P48442,3.56e-81,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR),adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; bile acid secretion [GO:0032782]; branching morphogenesis of an epithelial tube [GO:0048754]; calcium ion import [GO:0070509]; cellular response to glucose stimulus [GO:0071333]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hypoxia [GO:0071456]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to peptide [GO:1901653]; cellular response to vitamin D [GO:0071305]; chloride transmembrane transport [GO:1902476]; detection of calcium ion [GO:0005513]; fat pad development [GO:0060613]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; JNK cascade [GO:0007254]; ossification [GO:0001503]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of calcium ion import [GO:0090280]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of insulin secretion [GO:0032024]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of vasoconstriction [GO:0045907]; regulation of calcium ion transport [GO:0051924]; regulation of presynaptic membrane potential [GO:0099505]; response to calcium ion [GO:0051592]; response to fibroblast growth factor [GO:0071774]; response to ischemia [GO:0002931]; response to metal ion [GO:0010038]; vasodilation [GO:0042311],GO:0001503; GO:0002931; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0008284; GO:0009986; GO:0010038; GO:0010628; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0030424; GO:0032024; GO:0032782; GO:0035729; GO:0042311; GO:0042734; GO:0042803; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051592; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:0098978; GO:0099505; GO:1901653; GO:1902476,apical plasma membrane [GO:0016324]; axon [GO:0030424]; axon terminus [GO:0043679]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734],amino acid binding [GO:0016597]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; integrin binding [GO:0005178]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; transmembrane transporter binding [GO:0044325],Extracellular calcium-sensing receptor
Pocillopora_acuta_HIv2___RNAseq.g29077.t1,calcium,,O62714,3.38e-163,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1),detection of calcium ion [GO:0005513]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; regulation of calcium ion transport [GO:0051924],GO:0004930; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0016597; GO:0042803; GO:0051924,plasma membrane [GO:0005886],amino acid binding [GO:0016597]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; protein homodimerization activity [GO:0042803],Extracellular calcium-sensing receptor
